"postcode","street","town","country"
6734,GRUEWERECK,GREVENMACHER,LUXEMBOURG
6735,PRINCE HENRI (AVENUE),GREVENMACHER,LUXEMBOURG
6735,HENRI (AVENUE PRINCE),GREVENMACHER,LUXEMBOURG
6736,HIEL (RUE),GREVENMACHER,LUXEMBOURG
6736,KINNEBESCH,GREVENMACHER,LUXEMBOURG
6737,HOPITAL (RUE DE L'),GREVENMACHER,LUXEMBOURG
6738,JARDINS (RUE DES),GREVENMACHER,LUXEMBOURG
6739,KAHLENBERG,GREVENMACHER,LUXEMBOURG
6740,KURZACHT,GREVENMACHER,LUXEMBOURG
6741,KEIFFESCHGAESSEL,GREVENMACHER,LUXEMBOURG
6742,KOFFERSCHMATTSGAESSEL,GREVENMACHER,LUXEMBOURG
6743,KUMMERT (RUE),GREVENMACHER,LUXEMBOURG
6744,BRAUN (RUE VICTOR),GREVENMACHER,LUXEMBOURG
6745,KUSCHEGAESSEL,GREVENMACHER,LUXEMBOURG
6750,LUXEMBOURG (RUE DE),GREVENMACHER,LUXEMBOURG
6751,LEITSCHBACH,GREVENMACHER,LUXEMBOURG
6751,ZEILEWEE,GREVENMACHER,LUXEMBOURG
6752,LUXENSEE,GREVENMACHER,LUXEMBOURG
6752,OISCHTGESGAESSEL,GREVENMACHER,LUXEMBOURG
6753,MACHTUM (RUE DE),GREVENMACHER,LUXEMBOURG
6754,MANTERNACH (RUE DE),GREVENMACHER,LUXEMBOURG
6755,MARCHE (PLACE DU),GREVENMACHER,LUXEMBOURG
6756,KLINGENBERGSGAESSEL,GREVENMACHER,LUXEMBOURG
6756,MATHESSEGAESSEL,GREVENMACHER,LUXEMBOURG
6757,MOSELLE (RUE DE LA),GREVENMACHER,LUXEMBOURG
6758,PROST (RUE VICTOR),GREVENMACHER,LUXEMBOURG
6759,NEUVE (RUE),GREVENMACHER,LUXEMBOURG
6760,MUENSCHECKER (RUE DE),GREVENMACHER,LUXEMBOURG
6761,OSBOURG (RUE PIERRE D'),GREVENMACHER,LUXEMBOURG
6762,SCHOU (RUE MATHIAS),GREVENMACHER,LUXEMBOURG
6763,QUARTIER,GREVENMACHER,LUXEMBOURG
6764,AUBIERE (CITE D'),GREVENMACHER,LUXEMBOURG
6765,VIGNES (RUE DES),GREVENMACHER,LUXEMBOURG
6770,PASSAGE,GREVENMACHER,LUXEMBOURG
6770,HOTEL DE VILLE (PASSAGE DE L'),GREVENMACHER,LUXEMBOURG
6770,VILLE (PASSAGE DE L'HOTEL DE),GREVENMACHER,LUXEMBOURG
6771,PIETERT (RUE),GREVENMACHER,LUXEMBOURG
6772,URWALD (RUE JEAN-PIERRE),GREVENMACHER,LUXEMBOURG
6773,PONT (RUE DU),GREVENMACHER,LUXEMBOURG
6774,POSTE (RUE DE LA),GREVENMACHER,LUXEMBOURG
6775,POSTLOCH,GREVENMACHER,LUXEMBOURG
6776,POTASCHBERG,GREVENMACHER,LUXEMBOURG
6776,FLAXWEILER (RUE DE),GREVENMACHER,LUXEMBOURG
6776,NATIONALE 1 (ROUTE),GREVENMACHER,LUXEMBOURG
6776,1 (ROUTE NATIONALE),GREVENMACHER,LUXEMBOURG
6776,KIISCHTEBIERG,GREVENMACHER,LUXEMBOURG
6776,AHLKERRECH (OP DER),GREVENMACHER,LUXEMBOURG
6776,LAENGTEN (AN DE),GREVENMACHER,LUXEMBOURG
6777,REMPARTS (RUE DES),GREVENMACHER,LUXEMBOURG
6778,SCHAFFMILL,GREVENMACHER,LUXEMBOURG
6779,SCHAACKEGAESSEL,GREVENMACHER,LUXEMBOURG
6780,SEIMETZ (RUE FRANTZ),GREVENMACHER,LUXEMBOURG
6781,SCHILTZENPLATZ,GREVENMACHER,LUXEMBOURG
6782,SYR (RUE),GREVENMACHER,LUXEMBOURG
6783,HECKMILL (OP DER),GREVENMACHER,LUXEMBOURG
6784,BERENS (RUE ADOLPHE),GREVENMACHER,LUXEMBOURG
6785,FABER (RUE PAUL),GREVENMACHER,LUXEMBOURG
6786,HURT (RUE JOSEPH),GREVENMACHER,LUXEMBOURG
6790,TANNEURS (RUE DES),GREVENMACHER,LUXEMBOURG
6790,FOSSE DES TANNEURS,GREVENMACHER,LUXEMBOURG
6790,TANNEURS (FOSSE DES),GREVENMACHER,LUXEMBOURG
6791,THIONVILLE (ROUTE DE),GREVENMACHER,LUXEMBOURG
6792,BOURGSGAESSEL,GREVENMACHER,LUXEMBOURG
6792,HURYSGAESSEL,GREVENMACHER,LUXEMBOURG
6792,TISSERANDS (RUE DES),GREVENMACHER,LUXEMBOURG
6792,DIETZEGAESSEL,GREVENMACHER,LUXEMBOURG
6793,TREVES (ROUTE DE),GREVENMACHER,LUXEMBOURG
6793,CAMPING (IMPASSE),GREVENMACHER,LUXEMBOURG
6794,VIN (ROUTE DU),GREVENMACHER,LUXEMBOURG
6795,WECKER (RUE DE),GREVENMACHER,LUXEMBOURG
6796,WEIHER (IM),GREVENMACHER,LUXEMBOURG
6815,SOCIETE EUROPEENNE DES SATELLITES,GREVENMACHER,LUXEMBOURG
6830,ER (AM),BERBOURG,LUXEMBOURG
6830,BIERG (UM),BERBOURG,LUXEMBOURG
6830,WECKERSTROOSS,BERBOURG,LUXEMBOURG
6830,NEIE WEE,BERBOURG,LUXEMBOURG
6830,DUERFSTROOSS,BERBOURG,LUXEMBOURG
6830,ECK (AM),BERBOURG,LUXEMBOURG
6830,SCHLASS (UM),BERBOURG,LUXEMBOURG
6830,KELTERBIERG,BERBOURG,LUXEMBOURG
6830,WANGERT (AM),BERBOURG,LUXEMBOURG
6831,STEEKAUL,BERBOURG,LUXEMBOURG
6831,GRUECHT (AN DER),BERBOURG,LUXEMBOURG
6831,BRUCHERSTROOSS,BERBOURG,LUXEMBOURG
6831,HIERBERWEE,BERBOURG,LUXEMBOURG
6831,KEIWEE,BERBOURG,LUXEMBOURG
6831,SCHOULSTROOSS,BERBOURG,LUXEMBOURG
6832,EGLISE (RUE DE L'),BETZDORF,LUXEMBOURG
6832,GARE (RUE DE LA),BETZDORF,LUXEMBOURG
6832,GROTTE (RUE DE LA),BETZDORF,LUXEMBOURG
6832,OLINGEN (RUE D'),BETZDORF,LUXEMBOURG
6832,WECKER (RUE DE),BETZDORF,LUXEMBOURG
6832,WERNER (RUE PIERRE),BETZDORF,LUXEMBOURG
6832,GAESSELCHEN,BETZDORF,LUXEMBOURG
6832,CHATEAU DE BETZDORF,BETZDORF,LUXEMBOURG
6833,BECHEL (OM),BIWER,LUXEMBOURG
6833,HAAPTSTROOSS,BIWER,LUXEMBOURG
6833,NEIE WEE,BIWER,LUXEMBOURG
6833,SCHOULSTROOSS,BIWER,LUXEMBOURG
6833,LANGHECK (OP DER),BIWER,LUXEMBOURG
6834,BREIL (AM),BIWER,LUXEMBOURG
6834,KIIRCHESTROOSS,BIWER,LUXEMBOURG
6834,BUERGAASS,BIWER,LUXEMBOURG
6834,HIEL,BIWER,LUXEMBOURG
6834,MEESCHECK,BIWER,LUXEMBOURG
6834,HIERZEBIERG,BIWER,LUXEMBOURG
6834,KNAPP (UM),BIWER,LUXEMBOURG
6834,MILLESCHECK,BIWER,LUXEMBOURG
6834,KIIRFECHSTROOSS,BIWER,LUXEMBOURG
6834,PEESCH (AM),BIWER,LUXEMBOURG
6834,BIWERBAACH,BIWER,LUXEMBOURG
6834,BAACH (BEI DER),BIWER,LUXEMBOURG
6835,BOUDLERBACH,BOUDLERBACH,LUXEMBOURG
6835,BOUDLER,BOUDLER,LUXEMBOURG
6836,BREINERT,BREINERT,LUXEMBOURG
6837,BROUCH (BIWER) BROUCH,(BIWER),LUXEMBOURG
6838,HAGELSDORF,HAGELSDORF,LUXEMBOURG
6839,SCHEIDBIERG (UM),LELLIG,LUXEMBOURG
6839,DUERFSTROOSS,LELLIG,LUXEMBOURG
6839,HIEL (AN DER),LELLIG,LUXEMBOURG
6839,NEIE WEE,LELLIG,LUXEMBOURG
6839,WANGERT (OP DE),LELLIG,LUXEMBOURG
6839,BURWEE,LELLIG,LUXEMBOURG
6839,BIERG (UM),LELLIG,LUXEMBOURG
6839,FOL (A),LELLIG,LUXEMBOURG
6840,COIN (RUE DU),MACHTUM,LUXEMBOURG
6840,DONVEN (RUE DE),MACHTUM,LUXEMBOURG
6840,FAUBOURG (RUE DU),MACHTUM,LUXEMBOURG
6840,KNUPP,MACHTUM,LUXEMBOURG
6840,WENZELER (AM),MACHTUM,LUXEMBOURG
6840,BOUCHEN (AN DE),MACHTUM,LUXEMBOURG
6841,ECOLE (RUE DE L'),MACHTUM,LUXEMBOURG
6841,EGLISE (RUE DE L'),MACHTUM,LUXEMBOURG
6841,FLEURS (RUE DES),MACHTUM,LUXEMBOURG
6841,JARDINS (RUE DES),MACHTUM,LUXEMBOURG
6841,VIGNES (RUE DES),MACHTUM,LUXEMBOURG
6841,VIN (ROUTE DU),MACHTUM,LUXEMBOURG
6841,NEIE WEE,MACHTUM,LUXEMBOURG
6842,HIDDEBERREG,MACHTUM,LUXEMBOURG
6842,AN DE GAARDEN,MACHTUM,LUXEMBOURG
6842,DE GAAR (AN),MACHTUM,LUXEMBOURG
6842,GAARDEN (AN DE),MACHTUM,LUXEMBOURG
6842,TREIL,MACHTUM,LUXEMBOURG
6850,SCHORENSHAFF,MANTERNACH,LUXEMBOURG
6850,ALE BERBURGER WEE,MANTERNACH,LUXEMBOURG
6850,BERBURGER WEE (ALE),MANTERNACH,LUXEMBOURG
6850,DESERT (RUE ST.),MANTERNACH,LUXEMBOURG
6850,SYRDALLSTROOSS,MANTERNACH,LUXEMBOURG
6850,KOULERWEE,MANTERNACH,LUXEMBOURG
6850,GAARDEWEE,MANTERNACH,LUXEMBOURG
6850,GARE (OP DER),MANTERNACH,LUXEMBOURG
6850,BURFELD (AM),MANTERNACH,LUXEMBOURG
6850,GROESTAEN (UM),MANTERNACH,LUXEMBOURG
6850,KIIRCHEWEE,MANTERNACH,LUXEMBOURG
6850,MILLEWEE,MANTERNACH,LUXEMBOURG
6850,IECHTERNACHERSTROOSS,MANTERNACH,LUXEMBOURG
6850,EER (UM),MANTERNACH,LUXEMBOURG
6850,HIEL (AN DER),MANTERNACH,LUXEMBOURG
6850,KRIEZER (AM),MANTERNACH,LUXEMBOURG
6850,NEIS-STROOSS (BERNARD),MANTERNACH,LUXEMBOURG
6850,OLEK (OP DER),MANTERNACH,LUXEMBOURG
6850,MEHLEN STROOSS (ERNEST),MANTERNACH,LUXEMBOURG
6851,CHATEAU SYRDAL,MANTERNACH,LUXEMBOURG
6851,SYRDAL (CHATEAU),MANTERNACH,LUXEMBOURG
6852,SYRDAL (CITE),WECKER,LUXEMBOURG
6858,BESCHELT (OP DER),MUENSCHECKER,LUXEMBOURG
6858,GROESTAEN (OP DE),MUENSCHECKER,LUXEMBOURG
6858,BIERG (AM),MUENSCHECKER,LUXEMBOURG
6858,WANGERTSBIERG (AM),MUENSCHECKER,LUXEMBOURG
6858,WUES (AM),MUENSCHECKER,LUXEMBOURG
6858,MACHERWEE,MUENSCHECKER,LUXEMBOURG
6858,ALE WEE,MUENSCHECKER,LUXEMBOURG
6858,NEIE WEE,MUENSCHECKER,LUXEMBOURG
6858,DUERFSTROOSS,MUENSCHECKER,LUXEMBOURG
6868,GARERSTROOSS,WECKER,LUXEMBOURG
6868,HAEREBIERG,WECKER,LUXEMBOURG
6868,IEWESCHTGAASS,WECKER,LUXEMBOURG
6868,DUCHSCHERSTROOSS,WECKER,LUXEMBOURG
6868,KUERZEBOESCH,WECKER,LUXEMBOURG
6868,BRUCH (UM),WECKER,LUXEMBOURG
6868,SCHEERLECK (AM),WECKER,LUXEMBOURG
6868,GROUSSWISS (AN DER),WECKER,LUXEMBOURG
6868,EECHERBRUCH (OP),WECKER,LUXEMBOURG
6869,HIEL,WECKER,LUXEMBOURG
6869,HAAPTSTROOSS,WECKER,LUXEMBOURG
6869,LEI (AM),WECKER,LUXEMBOURG
6869,VIISCHTEBIERG,WECKER,LUXEMBOURG
6870,ROSBOESCH,WECKER,LUXEMBOURG
6871,HUEFDREISCH (OP),WECKER,LUXEMBOURG
6880,WEYDIG,WEYDIG,LUXEMBOURG
6901,BOITES POSTALES N° 1-99,ROODT-SUR-SYRE,LUXEMBOURG
6905,BOITES POSTALES N° 1-99,NIEDERANVEN,LUXEMBOURG
6906,BOITES POSTALES N° 100-199,NIEDERANVEN,LUXEMBOURG
6910,GARE (RUE DE LA),ROODT-SUR-SYRE,LUXEMBOURG
6910,HAUPESCHHAFF (RUE),ROODT-SUR-SYRE,LUXEMBOURG
6910,LUXEMBOURG (ROUTE DE) N° 1-22,ROODT-SUR-SYRE,LUXEMBOURG
6911,BOIS (RUE DU),ROODT-SUR-SYRE,LUXEMBOURG
6911,MENSDORF (RUE DE),ROODT-SUR-SYRE,LUXEMBOURG
6911,MONTAGNE (RUE DE LA),ROODT-SUR-SYRE,LUXEMBOURG
6912,GREVENMACHER (ROUTE DE),ROODT-SUR-SYRE,LUXEMBOURG
6913,GEHER (AM),ROODT-SUR-SYRE,LUXEMBOURG
6913,WIDDEBIERG (AM),ROODT-SUR-SYRE,LUXEMBOURG
6913,HOFFMANN (RUE ALOYSE),ROODT-SUR-SYRE,LUXEMBOURG
6914,MOULIN (RUE DU),ROODT-SUR-SYRE,LUXEMBOURG
6914,OLINGEN (RUE D'),ROODT-SUR-SYRE,LUXEMBOURG
6914,ZILLEREI,ROODT-SUR-SYRE,LUXEMBOURG
6914,HIERDEGAARD (RUE),ROODT-SUR-SYRE,LUXEMBOURG
6915,CIMETIERE (RUE DU),ROODT-SUR-SYRE,LUXEMBOURG
6915,HIEL (RUE),ROODT-SUR-SYRE,LUXEMBOURG
6915,HESSEL (OP DER),ROODT-SUR-SYRE,LUXEMBOURG
6915,STRONCK (AM),ROODT-SUR-SYRE,LUXEMBOURG
6916,LUXEMBOURG (ROUTE DE) N° 23-999,ROODT-SUR-SYRE,LUXEMBOURG
6917,GRUND (IM),ROODT-SUR-SYRE,LUXEMBOURG
6917,HAARD (OP DER),ROODT-SUR-SYRE,LUXEMBOURG
6918,INDUSTRIELLE ROTHOICHT (ZONE),MENSDORF,LUXEMBOURG
6918,ROTHOICHT (ZONE INDUSTRIELLE),MENSDORF,LUXEMBOURG
6919,MILLESCH (A),ROODT-SUR-SYRE,LUXEMBOURG
6921,BANZELT,ROODT-SUR-SYRE,LUXEMBOURG
6922,LUXEMBOURG (ROUTE DE),BERG,LUXEMBOURG
6922,CHATEAU (RUE DU),BERG,LUXEMBOURG
6922,ERPELDING (RUE JEAN-PIERRE),BERG,LUXEMBOURG
6923,WESTEROP (RUE ADRI VAN),BERG,LUXEMBOURG
6925,BEYREN (RUE),FLAXWEILER,LUXEMBOURG
6925,BUCHHOLZ,FLAXWEILER,LUXEMBOURG
6925,LOOS (RUE),FLAXWEILER,LUXEMBOURG
6925,PRINCIPALE (RUE),FLAXWEILER,LUXEMBOURG
6925,THEIS (RUE),FLAXWEILER,LUXEMBOURG
6925,GEHSCHELT (RUE),FLAXWEILER,LUXEMBOURG
6926,BEHNERT (RUE),FLAXWEILER,LUXEMBOURG
6926,BERG (RUE),FLAXWEILER,LUXEMBOURG
6926,HEICHT (RUE),FLAXWEILER,LUXEMBOURG
6930,BRUCH (RUE),MENSDORF,LUXEMBOURG
6930,CHAUSSEE (RUE),MENSDORF,LUXEMBOURG
6930,DANZPLAZ,MENSDORF,LUXEMBOURG
6930,NEUVE (RUE),MENSDORF,LUXEMBOURG
6930,PRINCIPALE (RUE),MENSDORF,LUXEMBOURG
6930,UEBERSYREN (RUE D'),MENSDORF,LUXEMBOURG
6930,DEICH (AM),MENSDORF,LUXEMBOURG
6931,BEYREN (RUE DE),MENSDORF,LUXEMBOURG
6931,WANGERT (RUE),MENSDORF,LUXEMBOURG
6931,SAUERWISS (RUE),MENSDORF,LUXEMBOURG
6931,GAESSEN (A),MENSDORF,LUXEMBOURG
6933,EGLISE (RUE DE L'),MENSDORF,LUXEMBOURG
6933,MOULIN (RUE DU),MENSDORF,LUXEMBOURG
6933,ROODT-SUR-SYRE (RUE DE),MENSDORF,LUXEMBOURG
6933,STRACHEN (RUE),MENSDORF,LUXEMBOURG
6934,CANAL (RUE DU),MENSDORF,LUXEMBOURG
6934,ECOLE (RUE DE L'),MENSDORF,LUXEMBOURG
6934,GROTTE (RUE DE LA),MENSDORF,LUXEMBOURG
6939,ROUTSCHEED,NIEDERANVEN,LUXEMBOURG
6940,TREVES (ROUTE DE),NIEDERANVEN,LUXEMBOURG
6941,MENSDORF (RUE DE),NIEDERANVEN,LUXEMBOURG
6941,MUNSBACH (RUE DE),NIEDERANVEN,LUXEMBOURG
6942,GOESFELD (RUE),NIEDERANVEN,LUXEMBOURG
6942,MIELSTRACHEN,NIEDERANVEN,LUXEMBOURG
6942,WORRE (RUE DR. FELIX),NIEDERANVEN,LUXEMBOURG
6942,EMERINGER (RUE NIC.),NIEDERANVEN,LUXEMBOURG
6943,BOIS (RUE DU),NIEDERANVEN,LUXEMBOURG
6943,BELLE-VUE (RUE),NIEDERANVEN,LUXEMBOURG
6944,DICKS (RUE),NIEDERANVEN,LUXEMBOURG
6944,LENTZ (RUE),NIEDERANVEN,LUXEMBOURG
6944,RENERT (RUE),NIEDERANVEN,LUXEMBOURG
6944,LAANGWISS (AN DER),NIEDERANVEN,LUXEMBOURG
6945,LAACH (RUE),NIEDERANVEN,LUXEMBOURG
6946,OP DE WOLEKEN,NIEDERANVEN,LUXEMBOURG
6946,WOLEKEN (OP DE),NIEDERANVEN,LUXEMBOURG
6947,LIPPMANN (RUE GABRIEL),NIEDERANVEN,LUXEMBOURG
6947,LAMORT (RUE JACQUES),NIEDERANVEN,LUXEMBOURG
6948,REISCHTERT (VIR),NIEDERANVEN,LUXEMBOURG
6950,EGLISE (RUE DE L'),OLINGEN,LUXEMBOURG
6950,RODENBOURG (RUE DE),OLINGEN,LUXEMBOURG
6950,ROODT-SUR-SYRE (RUE DE),OLINGEN,LUXEMBOURG
6951,BETZDORF (RUE DE),OLINGEN,LUXEMBOURG
6951,FLAXWEILER (RUE DE),OLINGEN,LUXEMBOURG
6951,ESCHWEILER (RUE D'),OLINGEN,LUXEMBOURG
6951,EIEN (OP DEN),OLINGEN,LUXEMBOURG
6955,ERNSTER (RUE D'),RODENBOURG,LUXEMBOURG
6955,ESCHWEILER (RUE D'),RODENBOURG,LUXEMBOURG
6955,WORMELDANGE (RUE DE),RODENBOURG,LUXEMBOURG
6955,PREIMERT (AUF),RODENBOURG,LUXEMBOURG
6956,JUNKERWISS,RODENBOURG,LUXEMBOURG
6960,MARTIN (CHAUSSEE ST.),SENNINGEN,LUXEMBOURG
6960,TREVES (ROUTE DE),SENNINGEN,LUXEMBOURG
6960,KIEM (RUE),SENNINGEN,LUXEMBOURG
6961,CHATEAU (RUE DU),SENNINGEN,LUXEMBOURG
6961,WANGERT (RUE),SENNINGEN,LUXEMBOURG
6962,MONTAGNE (RUE DE LA),SENNINGEN,LUXEMBOURG
6962,WILTHEIM (RUE),SENNINGEN,LUXEMBOURG
6962,TRENKER (UM),SENNINGEN,LUXEMBOURG
6969,AARNESCHT (BEI DER),OBERANVEN,LUXEMBOURG
6970,NEIGAASS,OBERANVEN,LUXEMBOURG
6970,PELGERT (OP),OBERANVEN,LUXEMBOURG
6970,ANDETHANA (RUE) N° IMPAIR 17-79,OBERANVEN,LUXEMBOURG
6970,ANDETHANA (RUE) N° PAIR 18-88,OBERANVEN,LUXEMBOURG
6970,ANDETHANA (RUE) N° IMPAIR 81-999 HOSTERT,(NIEDERANVEN),LUXEMBOURG
6970,ANDETHANA (RUE) N° PAIR 90-998 HOSTERT,(NIEDERANVEN),LUXEMBOURG
6971,AEPPELTAART (OP DER) HOSTERT,(NIEDERANVEN),LUXEMBOURG
6972,BASSE (RUE),RAMELDANGE,LUXEMBOURG
6973,BEIEBIERG (AM),RAMELDANGE,LUXEMBOURG
6974,MOOSCHELT (OP),RAMELDANGE,LUXEMBOURG
6975,BOUNERT,RAMELDANGE,LUXEMBOURG
6976,COIN (RUE DU),OBERANVEN,LUXEMBOURG
6977,ERNSTER (RUE D'),OBERANVEN,LUXEMBOURG
6978,BUNN (OP DER) HOSTERT,(NIEDERANVEN),LUXEMBOURG
6979,FORET (RUE DE LA),RAMELDANGE,LUXEMBOURG
6980,RETSCH (AN DER),RAMELDANGE,LUXEMBOURG
6981,SCHROEDER (RUE JOS),RAMELDANGE,LUXEMBOURG
6981,WEIDEWEE (AM),RAMELDANGE,LUXEMBOURG
6981,AEPPELWEE,RAMELDANGE,LUXEMBOURG
6982,WAKELTER (CITE),OBERANVEN,LUXEMBOURG
6985,GARE (RUE DE LA) HOSTERT,(NIEDERANVEN),LUXEMBOURG
6985,ROUDENHAFF HOSTERT,(NIEDERANVEN),LUXEMBOURG
6985,CHARLY (PLACE) HOSTERT,(NIEDERANVEN),LUXEMBOURG
6986,GLODEN (RUE JEAN-PIERRE),OBERANVEN,LUXEMBOURG
6987,HELENTER (RUE),RAMELDANGE,LUXEMBOURG
6988,KOMMES (RUE JEAN-PIERRE) HOSTERT,(NIEDERANVEN),LUXEMBOURG
6989,MARTIN (CHAUSSEE ST.) HOSTERT,(NIEDERANVEN),LUXEMBOURG
6990,PRINCIPALE (RUE) N° IMPAIR 1-21 HOSTERT,(NIEDERANVEN),LUXEMBOURG
6990,PRINCIPALE (RUE) N° PAIR 2-24 HOSTERT,(NIEDERANVEN),LUXEMBOURG
6990,PRINCIPALE (RUE) N° IMPAIR 23-999,RAMELDANGE,LUXEMBOURG
6990,PRINCIPALE (RUE) N° PAIR 26-998,RAMELDANGE,LUXEMBOURG
6991,RHAM (RUE DU),RAMELDANGE,LUXEMBOURG
6992,ROUTSTRACH,OBERANVEN,LUXEMBOURG
6995,KLEPPBEEM (HANNERT DE),RAMELDANGE,LUXEMBOURG
6996,SCHEID (RUE DU) N° IMPAIR 1-27,RAMELDANGE,LUXEMBOURG
6996,SCHEID (RUE DU) N° IMPAIR 29-999,OBERANVEN,LUXEMBOURG
6996,SCHEID (RUE DU) N° PAIR 22-998,OBERANVEN,LUXEMBOURG
6996,SCHEID (RUE DU) N° PAIR 2-20 HOSTERT,(NIEDERANVEN),LUXEMBOURG
6997,SCHETZEL (RUE),OBERANVEN,LUXEMBOURG
6998,SOURCE (RUE DE LA) HOSTERT,(NIEDERANVEN),LUXEMBOURG
6999,SAND (AM),OBERANVEN,LUXEMBOURG
7201,BOITES POSTALES N° 1-99,BERELDANGE,LUXEMBOURG
7202,BOITES POSTALES N° 100-199,BERELDANGE,LUXEMBOURG
7209,GRANDE-DUCHESSE CHARLOTTE (RUE),WALFERDANGE,LUXEMBOURG
7209,CHARLOTTE (RUE GRANDE-DUCHESSE),WALFERDANGE,LUXEMBOURG
7210,ALZETTE (RUE DE L'),HELMSANGE,LUXEMBOURG
7211,AVENIR (RUE DE L'),HELMSANGE,LUXEMBOURG
7212,BARTHEL (RUE ROGER),BERELDANGE,LUXEMBOURG
7213,BECHELER (AM),BERELDANGE,LUXEMBOURG
7214,BELLE-VUE (RUE),BERELDANGE,LUXEMBOURG
7215,OREE DU BOIS (RUE DE L'),BERELDANGE,LUXEMBOURG
7215,BOIS (RUE DE L'OREE DU),BERELDANGE,LUXEMBOURG
7216,BOUR (RUE),BERELDANGE,LUXEMBOURG
7217,BRIDEL (RUE DE),BERELDANGE,LUXEMBOURG
7218,CHAMPS (RUE DES),HELMSANGE,LUXEMBOURG
7219,CONRARDY (RUE PIERRE),HELMSANGE,LUXEMBOURG
7220,MAIRIE (PLACE DE LA),WALFERDANGE,LUXEMBOURG
7220,MARTYRS (PLACE DES),WALFERDANGE,LUXEMBOURG
7220,DIEKIRCH (ROUTE DE) N° PAIR 2-24,WALFERDANGE,LUXEMBOURG
7220,DIEKIRCH (ROUTE DE) N° PAIR 26-998,HELMSANGE,LUXEMBOURG
7220,DIEKIRCH (ROUTE DE) N° IMPAIR,HELMSANGE,LUXEMBOURG
7221,DICKS (RUE),BERELDANGE,LUXEMBOURG
7222,DOMMELDANGE (RUE DE),WALFERDANGE,LUXEMBOURG
7223,RENERT (RUE),BERELDANGE,LUXEMBOURG
7224,EGLISE (RUE DE L'),WALFERDANGE,LUXEMBOURG
7225,EUROPE (RUE DE L'),BERELDANGE,LUXEMBOURG
7226,CHEMIN DE FER (RUE DU) N° 15-999,WALFERDANGE,LUXEMBOURG
7226,CHEMIN DE FER (RUE DU) N° 1-13,HELMSANGE,LUXEMBOURG
7226,FER (RUE DU CHEMIN DE) N° 1-13,HELMSANGE,LUXEMBOURG
7227,FORET (RUE DE LA),BERELDANGE,LUXEMBOURG
7227,GRUND (IM),BERELDANGE,LUXEMBOURG
7228,GARE (RUE DE LA),HELMSANGE,LUXEMBOURG
7229,HENNES (RUE PIERRE),HELMSANGE,LUXEMBOURG
7230,PRINCE HENRI (RUE),HELMSANGE,LUXEMBOURG
7230,HENRI (RUE PRINCE),HELMSANGE,LUXEMBOURG
7231,INDUSTRIE (RUE DE L'),HELMSANGE,LUXEMBOURG
7232,JARDINS (RUE DES),BERELDANGE,LUXEMBOURG
7233,GRAND-DUC JEAN (CITE),BERELDANGE,LUXEMBOURG
7233,JEAN (CITE GRAND-DUC),BERELDANGE,LUXEMBOURG
7234,KENNEDY (CITE J-F),HELMSANGE,LUXEMBOURG
7235,LIMANA (RUE DE),BERELDANGE,LUXEMBOURG
7236,LONGUYON (RUE DE),BERELDANGE,LUXEMBOURG
7237,MERCATORIS (RUE JEAN),HELMSANGE,LUXEMBOURG
7238,MONTAGNE (RUE DE LA),WALFERDANGE,LUXEMBOURG
7238,JAANSHAFF,WALFERDANGE,LUXEMBOURG
7239,NEUVE (RUE),BERELDANGE,LUXEMBOURG
7240,LUXEMBOURG (ROUTE DE) N° 1-100,BERELDANGE,LUXEMBOURG
7241,LUXEMBOURG (ROUTE DE) N° 101-999,BERELDANGE,LUXEMBOURG
7242,NORD (RUE DU),HELMSANGE,LUXEMBOURG
7243,DIX OCTOBRE (RUE DU),BERELDANGE,LUXEMBOURG
7243,OCTOBRE (RUE DU DIX),BERELDANGE,LUXEMBOURG
7244,PAIX (RUE DE LA),BERELDANGE,LUXEMBOURG
7245,PONT (RUE DU),BERELDANGE,LUXEMBOURG
7246,PRES (RUE DES),HELMSANGE,LUXEMBOURG
7246,ELVINGER (RUE PAUL),HELMSANGE,LUXEMBOURG
7247,RAUSCH (RUE CHARLES),HELMSANGE,LUXEMBOURG
7248,RODANGE (RUE MICHEL),BERELDANGE,LUXEMBOURG
7249,ROSES (RUE DES),BERELDANGE,LUXEMBOURG
7250,SOLEIL (RUE DU),HELMSANGE,LUXEMBOURG
7251,SCHAACK (RUE JEAN),HELMSANGE,LUXEMBOURG
7252,SCHMITSHAUSEN (RUE DE),BERELDANGE,LUXEMBOURG
7253,SOURCES (RUE DES),WALFERDANGE,LUXEMBOURG
7253,GEIERPAD (IWWERT DEM),WALFERDANGE,LUXEMBOURG
7254,STEINSEL (RUE DE),BERELDANGE,LUXEMBOURG
7255,VERGERS (RUE DES),HELMSANGE,LUXEMBOURG
7256,WELTER (RUE JOSY),WALFERDANGE,LUXEMBOURG
7257,MILLEWEE,HELMSANGE,LUXEMBOURG
7258,POMMIERS (RUE DES),HELMSANGE,LUXEMBOURG
7259,WEBER (RUE BATTY),BERELDANGE,LUXEMBOURG
7259,ZINNEN (RUE ANTOINE),BERELDANGE,LUXEMBOURG
7259,LENTZ (RUE MICHEL),BERELDANGE,LUXEMBOURG
7260,ELTERSTRACHEN,BERELDANGE,LUXEMBOURG
7260,KRIER (RUE PIERRE),BERELDANGE,LUXEMBOURG
7260,WEIS (RUE ADOLPHE),BERELDANGE,LUXEMBOURG
